2	2	P	0	1	1	0	3	3	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	0	1	1	0	P	2	2
2	2	P	0	1	1	0	3	3	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	2	2
2	2	P	0	1	1	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	P	2	2
2	2	P	0	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	0	P	2	2
2	2	P	0	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I5	I5	ZR	ZR	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	0	P	2	2
2	2	P	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZB	ZB	0	0	0	0	0	0	0	0	0	0	0	0	0	P	2	2
2	2	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZB	ZB	0	P	P	P	P	P	P	P	P	P	P	P	P	P	2	2
2	2	2	2	2	2	2	2	P	0	1	1	0	P	5	5	5	5	P	P	5	5	5	5	P	P	5	5	5	5	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	P	2	2
2	2	2	2	2	2	2	2	P	0	1	1	0	P	5	5	5	5	P	P	5	5	5	5	P	P	5	5	5	5	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	0	P	5	5	5	5	P	P	5	5	5	5	P	P	5	5	5	5	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	0	P	5	5	5	5	P	P	5	5	5	5	P	P	5	5	5	5	P	0	1	1	0	P	2	2	2	2	2	2	2	2	2	2	P	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	0	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	0	ZT	ZT	0	P	P	P	P	P	P	P	P	P	P	P	P	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZT	ZT	0	0	0	0	0	0	0	0	0	0	0	0	0	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-E	-E	0	P	2	2
2	2	P	P	P	P	2	2	P	0	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ZL	ZL	I1	I1	ZR	ZR	-1	-1	-1	-1	-1	-1	-1	-1	-E	-E	0	P	2	2
2	2	P	P	P	P	2	2	P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	2	2
2	2	P	P	P	P	2	2	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	P	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
